,prova_realizada_em,dia_da_prova_realizada,nota,nota_redacao,horario_da_prova,sexo,estado_civil,escolaridade,cidade_de_nascimento,bairro
64,MG - Minas Gerais,08/01/2017,"6,55","1,3",manhã,Masculino,Casado(a),Superior incompleto,Mariana,Fernão Dias
65,MG - Minas Gerais,13/01/2017,"6,5",2,manhã,Masculino,Casado(a),Superior,passos,Madre Gertrudes
66,MG - Minas Gerais,15/01/2017,"6,5","1,5",Noite,Masculino,Casado(a),Ensino médio,Belo Horizonte,Santa Cruz
67,MG - Minas Gerais,08/01/2017,"6,45","1,7",manhã,Feminino,Solteiro(a),Ensino médio,BELO HORIZONTE,Centro
68,MG - Minas Gerais,03/01/2017,"6,45","1,7",manhã,Masculino,Solteiro(a),Ensino médio,Belo Horizonte,Horto
69,MG - Minas Gerais,17/01/2017,"6,4","1,9",manhã,Masculino,Solteiro(a),Ensino médio,IPATINGA ,Centro
70,MG - Minas Gerais,15/01/2017,"6,4","1,4",Noite,Feminino,Solteiro(a),Especialização,BELO HORIZONTE,Ipiranga
71,MG - Minas Gerais,13/01/2017,"6,35","2,1",manhã,Feminino,Divorciado(a),Especialização,Bom Despacho,Vila Aurora
72,MG - Minas Gerais,14/01/2017,"6,35","1,6",Noite,Feminino,Divorciado(a),Nível técnico,barão de cocais,santa lucia
73,MG - Minas Gerais,16/01/2017,"6,3","1,8",Noite,Feminino,Casado(a),Superior,Belo Horizonte ,Palmares
74,MG - Minas Gerais,13/01/2017,"6,2","1,7",manhã,Feminino,Solteiro(a),Superior incompleto,Contagem,Inconfidentes
75,MG - Minas Gerais,15/01/2017,"6,2","1,2",Noite,Masculino,Solteiro(a),Ensino médio,João Monlevade,Linda Vista
76,MG - Minas Gerais,10/01/2017,"6,15","2,4",manhã,Feminino,Solteiro(a),Superior,Belo Horizonte,Serra
77,MG - Minas Gerais,15/01/2017,"6,15","1,9",Noite,Masculino,Casado(a),Ensino médio,BELO HORIZONTE,JK
78,MG - Minas Gerais,13/01/2017,"6,15","1,9",Noite,Masculino,Casado(a),Especialização,SABARÁ,Borba Gato
79,MG - Minas Gerais,13/01/2017,"6,1","2,1",manhã,Masculino,Casado(a),Ensino médio,Conselheiro Lafaiete,Alípio de Melo
80,MG - Minas Gerais,09/01/2017,"6,1","1,6",Noite,Masculino,Solteiro(a),Superior,Teófilo Otoni,Coração de Jesus
81,MG - Minas Gerais,15/01/2017,"6,1","1,6",Noite,Feminino,Solteiro(a),Superior incompleto,Belo horizonte,Céu Azul
82,MG - Minas Gerais,14/01/2017,"6,05","1,8",Noite,Masculino,Solteiro(a),Superior,Boa Esperança,Centro
83,MG - Minas Gerais,16/01/2017,"6,05","1,8",Noite,Masculino,Casado(a),Ensino médio,IPATINGA,Santa Marta
84,MG - Minas Gerais,13/01/2017,"6,05","1,8",Noite,Masculino,Solteiro(a),Ensino médio,belo horizonte,Floresta
85,MG - Minas Gerais,13/01/2017,6,2,Noite,Masculino,Casado(a),Superior,24130,Zona Rural
86,MG - Minas Gerais,13/01/2017,6,2,manhã,Feminino,Divorciado(a),Superior,PITANGUI,CASTELO BRANCO
87,MG - Minas Gerais,03/01/2017,6,"1,5",manhã,Masculino,Solteiro(a),Ensino médio,lavras,Alto dos Pinheiros
88,MG - Minas Gerais,15/01/2017,6,"1,5",Noite,Masculino,Casado(a),Superior incompleto,BELO HORIZONTE,Nacional
89,MG - Minas Gerais,17/01/2017,"5,95","1,7",manhã,Feminino,Casado(a),Ensino médio,BELO HORIZONTE,Praia
90,MG - Minas Gerais,06/01/2017,"5,9","1,9",manhã,Masculino,Solteiro(a),Superior,BELO HORIZONTE,Jardim Alvorada
91,MG - Minas Gerais,02/01/2017,"5,9","1,9",manhã,Masculino,Solteiro(a),Superior,Ipanema,Centro
92,MG - Minas Gerais,15/01/2017,"5,85","2,1",Noite,Feminino,Solteiro(a),Superior,Belo Horizonte,João Pinheiro
93,MG - Minas Gerais,17/01/2017,"5,85","2,1",manhã,Masculino,Solteiro(a),Ensino médio,RESENDE COSTA ,RENASCENÇA
94,MG - Minas Gerais,16/01/2017,"5,85","1,6",Noite,Masculino,Solteiro(a),Ensino médio,Belo Horizonte,Jardim dos Comerciários
95,MG - Minas Gerais,15/01/2017,"5,85","1,1",Noite,Masculino,Casado(a),Superior,BELO HORIZONTE,CIDADE JARDIM
96,MG - Minas Gerais,06/01/2017,"5,85","1,1",Noite,Masculino,Casado(a),Ensino médio,sarzedo,Brasilia
97,MG - Minas Gerais,15/01/2017,"5,8","1,8",Noite,Masculino,Solteiro(a),Ensino médio,Brasilia,São Geraldo
98,MG - Minas Gerais,16/01/2017,"5,8","1,8",manhã,Masculino,Solteiro(a),Ensino médio,Contagem,Inconfidentes
99,MG - Minas Gerais,15/01/2017,"5,8","1,3",Noite,Feminino,Solteiro(a),Superior incompleto,Belo Horizonte ,Condomínio Retiro do Chale
100,MG - Minas Gerais,16/01/2017,"5,75",2,Noite,Masculino,Solteiro(a),Superior incompleto,Santa Luzia ,Frimisa
101,MG - Minas Gerais,10/01/2017,"5,75","1,5",manhã,Feminino,Solteiro(a),Superior,Belo Horizonte,Indústrias II
102,MG - Minas Gerais,16/01/2017,"5,75","1,5",manhã,Masculino,Casado(a),MBA,BELO HORIZONTE,Fazenda Laginha
103,MG - Minas Gerais,03/01/2017,"5,7","1,7",manhã,Masculino,Casado(a),Especialização,São Domingos do Prata,Gutierrez
104,MG - Minas Gerais,16/01/2017,"5,7","1,7",Noite,Masculino,Casado(a),Ensino médio,Belo Horizonte,Buritis
105,MG - Minas Gerais,15/01/2017,"5,7","1,2",Noite,Feminino,Divorciado(a),Superior,Tiros,N S Aparecida
106,MG - Minas Gerais,15/01/2017,"5,7","1,2",Noite,Masculino,Casado(a),Especialização,BELO HORIZONTE,União
107,MG - Minas Gerais,15/01/2017,"5,7","1,2",Noite,Feminino,Solteiro(a),Superior,BELO HORIZONTE,Darcy Vargas
108,MG - Minas Gerais,14/01/2017,"5,65","1,9",Noite,Feminino,Solteiro(a),Ensino médio,CRUCILÂNDIA ,Centro
109,MG - Minas Gerais,01/01/2017,"5,6","1,6",Noite,Masculino,Solteiro(a),Ensino médio,Belo Horizonte,Três Barras
110,MG - Minas Gerais,13/01/2017,"5,6","1,1",manhã,Masculino,Casado(a),Ensino médio,Abre Campo,Camargos
111,MG - Minas Gerais,15/01/2017,"5,55","1,3",manhã,Feminino,Solteiro(a),Ensino médio,Carbonita,Ouro Preto
112,MG - Minas Gerais,16/01/2017,"5,5","1,5",Noite,Masculino,Casado(a),Ensino médio,Serrania,Jardim América I
113,MG - Minas Gerais,14/01/2017,"5,5","1,5",Noite,Feminino,Solteiro(a),Ensino médio,ITAMBACURI,HOLLYWOOD
114,MG - Minas Gerais,16/01/2017,"5,5",1,Noite,Masculino,Solteiro(a),Especialização,Belo Horizonte,Salgado Filho
115,MG - Minas Gerais,13/01/2017,"5,45","1,7",manhã,Feminino,Casado(a),Superior,BELO HORIZONTE,Sapucaia
116,MG - Minas Gerais,14/01/2017,"5,45","1,7",manhã,Masculino,Solteiro(a),Especialização,Divinópolis,Centro
117,MG - Minas Gerais,10/01/2017,"5,45","1,7",manhã,Feminino,Casado(a),Ensino médio,BELO HORIZONTE,Laranjeiras
118,MG - Minas Gerais,03/01/2017,"5,45","1,7",manhã,Masculino,Solteiro(a),Nível técnico,belo horizonte,Nacional
119,MG - Minas Gerais,17/01/2017,"5,45","1,2",manhã,Feminino,Casado(a),Ensino médio,CONTAGEM,Cabral
120,MG - Minas Gerais,16/01/2017,"5,4","1,4",Noite,Feminino,Solteiro(a),Superior,São Luis,Cabral
121,MG - Minas Gerais,15/01/2017,"5,4","1,4",manhã,Feminino,Casado(a),Superior,contagem,Novo Riacho
122,MG - Minas Gerais,14/01/2017,"5,35","1,6",manhã,Feminino,Casado(a),Superior,Contagem ,São Caetano
123,MG - Minas Gerais,17/01/2017,"5,35","1,6",manhã,Masculino,Casado(a),Mestrado,sete lagoas,Espírito Santo
124,MG - Minas Gerais,17/01/2017,"5,35","1,6",manhã,Masculino,Casado(a),Superior,Curvelo,Serra
125,MG - Minas Gerais,13/01/2017,"5,35","1,6",manhã,Feminino,Divorciado(a),Ensino médio,Belo Horizonte,Lindéia (Barreiro)
126,MG - Minas Gerais,09/01/2017,"5,35","1,6",Noite,Masculino,Solteiro(a),Ensino médio,esmeraldas ,Niterói
127,MG - Minas Gerais,17/01/2017,"5,35","1,6",manhã,Feminino,Solteiro(a),Ensino médio,Belo Horizonte ,Concórdia
128,MG - Minas Gerais,14/01/2017,"5,3","1,3",Noite,Masculino,Casado(a),Ensino médio,Coronel Fabriciano,João XXIII
129,MG - Minas Gerais,16/01/2017,"5,25","1,5",Noite,Masculino,Casado(a),Superior,Timoteo,Jardim das Alterosas 1ª Seção
130,MG - Minas Gerais,14/01/2017,"5,25","1,5",Noite,Masculino,Casado(a),Superior,Belo Horizonte,Camargos
131,MG - Minas Gerais,15/01/2017,"5,25","1,5",manhã,Masculino,Casado(a),Superior,belo horizonte,Jardim Industrial
132,MG - Minas Gerais,16/01/2017,"5,25","1,5",manhã,Masculino,Solteiro(a),Superior,iguatama,Pio XII
133,MG - Minas Gerais,16/01/2017,"5,25","1,5",manhã,Feminino,Solteiro(a),Superior,Belo Horizonte,Fernão Dias
134,MG - Minas Gerais,07/01/2017,"5,25",1,Noite,Masculino,Casado(a),Ensino médio,Contagem,Morada do Trevo
135,MG - Minas Gerais,16/01/2017,"5,2","1,2",manhã,Feminino,Casado(a),Especialização,Belo Horizonte,Silveira
136,MG - Minas Gerais,15/01/2017,"5,05","1,3",Noite,Feminino,Separado(a),Ensino médio,BELO HORIZONTE,Havaí
137,MG - Minas Gerais,17/01/2017,"5,05","1,3",manhã,Feminino,Casado(a),Superior,Capim Branco,Santa Mônica
138,MG - Minas Gerais,15/01/2017,"4,95","1,2",Noite,Feminino,Solteiro(a),Superior,FORMIGA,SANTO ANTÔNIO
139,MG - Minas Gerais,16/01/2017,"4,95","1,2",manhã,Feminino,Solteiro(a),Superior,Belo Horizonte,Estâncias Imperiais
140,MG - Minas Gerais,10/01/2017,"4,95","1,2",manhã,Feminino,Divorciado(a),Superior incompleto,são paulo,Jardim Flórida
141,MG - Minas Gerais,06/01/2017,"7,7","2,2",Noite,Feminino,Solteiro(a),Superior,Jequitibá,Emília
142,MG - Minas Gerais,14/01/2017,"7,6","2,1",Noite,Masculino,Casado(a),Superior,Belo Horizonte,Canaã
143,MG - Minas Gerais,03/01/2017,"7,5",2,manhã,Feminino,Solteiro(a),Superior,SETE LAGOAS,Jardim Arizona
144,MG - Minas Gerais,16/01/2017,"7,2","1,7",manhã,Masculino,Separado(a),Superior,Duque de Caxias,Manacás
145,MG - Minas Gerais,08/01/2017,7,2,manhã,Masculino,Solteiro(a),Nível técnico,BARRA MANSA,Jardim Europa
146,MG - Minas Gerais,16/01/2017,7,"1,5",Noite,Masculino,Solteiro(a),Superior incompleto,Coronel fabriciano ,São Vicente
147,MG - Minas Gerais,17/01/2017,"6,85","1,6",manhã,Masculino,Casado(a),Superior,Votuporanga,Lagoinha
148,MG - Minas Gerais,17/01/2017,"6,85","1,6",manhã,Masculino,Casado(a),Superior,Timóteo,Centro
149,MG - Minas Gerais,07/01/2017,"6,8","1,8",Noite,Masculino,Solteiro(a),Ensino médio,PEDRO LEOPOLDO,BOA VISTA
150,MG - Minas Gerais,10/01/2017,"6,75",2,manhã,Feminino,Solteiro(a),Superior,Caetanopolis,Nossa SR. DAS GRAÇAS
151,MG - Minas Gerais,15/01/2017,"6,65","1,9",Noite,Masculino,Solteiro(a),Superior incompleto,SETE LAGOAS,Santa Luzia
152,MG - Minas Gerais,17/01/2017,"6,6","1,6",manhã,Feminino,Solteiro(a),Superior,tiros,Santo Antônio
153,MG - Minas Gerais,01/01/2017,"6,55","2,3",Noite,Masculino,Solteiro(a),Superior incompleto,Curvelo,Maracana
154,MG - Minas Gerais,03/01/2017,"6,55","1,8",manhã,Masculino,Solteiro(a),Superior incompleto,CORDISBURGO,Jardim Arizona
155,MG - Minas Gerais,08/01/2017,"6,45","1,7",Noite,Feminino,Divorciado(a),Ensino médio,sete lagoas,Emília
156,MG - Minas Gerais,16/01/2017,"6,4","1,4",Noite,Masculino,Solteiro(a),Superior,Sete Lagoas,Progresso
157,MG - Minas Gerais,06/01/2017,"6,35","2,1",manhã,Masculino,Solteiro(a),Superior incompleto,Sete lagoas,Nossa Senhora das Graças
158,MG - Minas Gerais,16/01/2017,"6,35","1,6",Noite,Masculino,Solteiro(a),Superior,Belo Horizonte,Bela Vista III
159,MG - Minas Gerais,09/01/2017,"6,3","1,8",Noite,Masculino,Casado(a),Ensino médio,Curvelo,São Judas Tadeu
160,MG - Minas Gerais,15/01/2017,"6,25","1,5",Noite,Masculino,Casado(a),Superior,BELO HORIZONTE,Santa Helena
161,MG - Minas Gerais,16/01/2017,"6,25","1,5",Noite,Feminino,Solteiro(a),Superior incompleto,Belo Horizonte,Fazendinhas
162,MG - Minas Gerais,10/01/2017,"6,25","1,5",manhã,Feminino,Solteiro(a),Ensino médio,Caetanópolis ,Zona rural
163,MG - Minas Gerais,15/01/2017,"6,25","1,5",Noite,Masculino,Divorciado(a),Superior incompleto,Sete lagoas,Fátima
164,MG - Minas Gerais,10/01/2017,"6,2","1,7",manhã,Feminino,Casado(a),Ensino médio,Sete Lagoas,Luxemburgo
165,MG - Minas Gerais,09/01/2017,"6,2","1,7",Noite,Feminino,Solteiro(a),Superior,Barbacena,São Geraldo
166,MG - Minas Gerais,03/01/2017,"6,2","1,7",manhã,Masculino,Solteiro(a),Ensino médio,Sete Lagoas,Mata Grande
167,MG - Minas Gerais,16/01/2017,"6,1","1,6",manhã,Feminino,Solteiro(a),Superior,Sete Lagoas,Recanto do Cedro
168,MG - Minas Gerais,09/01/2017,"6,1","1,6",Noite,Masculino,Solteiro(a),Ensino médio,Sete Lagoas,São Cristóvão
169,MG - Minas Gerais,06/01/2017,"6,05","2,3",Noite,Masculino,Casado(a),Especialização,FUNILÂNDIA,Boa Vista
170,MG - Minas Gerais,13/01/2017,"6,05","1,8",manhã,Masculino,Solteiro(a),Superior incompleto,Capelinha,Centro
171,MG - Minas Gerais,17/01/2017,6,"1,5",manhã,Feminino,Solteiro(a),Superior,São Paulo,recanto do rio 1
172,MG - Minas Gerais,16/01/2017,6,1,Noite,Masculino,Solteiro(a),Superior,Piracema ,Jardim Arizona
173,MG - Minas Gerais,15/01/2017,"5,95","1,7",Noite,Feminino,Solteiro(a),Especialização,Paraopeba ,Centro
174,MG - Minas Gerais,13/01/2017,"5,95","1,7",Noite,Masculino,Casado(a),Superior,Sete Lagoas,Piedade
175,MG - Minas Gerais,10/01/2017,"5,95","1,7",manhã,Feminino,Solteiro(a),Especialização,caetanopolis,Nossa Senhora das Graças
176,MG - Minas Gerais,14/01/2017,"5,95","1,7",Noite,Feminino,Solteiro(a),Ensino médio,Sete Lagoas,Conjunto Habitacional Bernardo Valadares Vasconcelos
177,MG - Minas Gerais,17/01/2017,"5,95","1,7",manhã,Feminino,Solteiro(a),Superior incompleto,Caetanóplis,Colina
178,MG - Minas Gerais,10/01/2017,"5,9","1,9",manhã,Feminino,Solteiro(a),Superior,Sete Lagoas,São Francisco de Assis
179,MG - Minas Gerais,03/01/2017,"5,85","2,1",manhã,Masculino,Solteiro(a),Superior,Sete Lagoas,Papavento
180,MG - Minas Gerais,13/01/2017,"5,85","2,1",manhã,Masculino,Solteiro(a),Superior incompleto,Divinopolis,Centro
181,MG - Minas Gerais,16/01/2017,"5,85","1,6",Noite,Masculino,Separado(a),Ensino médio,CAETANOPOLIS,Zona Rural
182,MG - Minas Gerais,03/01/2017,"5,85","1,6",manhã,Masculino,Casado(a),Superior,SETE LAGOAS,Catarina
183,MG - Minas Gerais,03/01/2017,"5,85","1,6",manhã,Masculino,Casado(a),Ensino médio,CORINTO,Belo Vale ll
184,MG - Minas Gerais,16/01/2017,"5,85","1,6",Noite,Masculino,Casado(a),Nível técnico,LORENA,Interlagos II
185,MG - Minas Gerais,16/01/2017,"5,8","1,8",Noite,Feminino,Solteiro(a),Ensino médio,SETE LAGOAAS,Centro
186,MG - Minas Gerais,13/01/2017,"5,8","1,8",manhã,Masculino,Solteiro(a),Nível técnico,sete lagoas,Brasília
187,MG - Minas Gerais,13/01/2017,"5,8","1,8",Noite,Feminino,Solteiro(a),Ensino médio,Caetanópolis,Nossa senhora das Graças
188,MG - Minas Gerais,16/01/2017,"5,8","1,3",Noite,Feminino,Solteiro(a),Ensino médio,Pompeu,São Francisco
189,MG - Minas Gerais,15/01/2017,"5,8","1,3",Noite,Masculino,Solteiro(a),Ensino médio,Cordisburgo,Sagarana
190,MG - Minas Gerais,17/01/2017,"5,8","1,3",manhã,Feminino,Solteiro(a),Ensino médio,pompeu,Santo Antônio
191,MG - Minas Gerais,06/01/2017,"5,75",2,Noite,Feminino,Divorciado(a),Ensino médio,Belo Horizonte ,Aeroporto Industrial
192,MG - Minas Gerais,03/01/2017,"5,75","1,5",manhã,Masculino,Casado(a),Ensino médio,SÃO ROQUE,Brasília
193,MG - Minas Gerais,16/01/2017,"5,75","1,5",manhã,Feminino,Solteiro(a),Superior incompleto,Sete Lagoas,Blue Garden Safira
194,MG - Minas Gerais,16/01/2017,"5,7","1,7",Noite,Masculino,Casado(a),Superior,Sete Lagoas,Fátima
195,MG - Minas Gerais,16/01/2017,"5,7","1,7",Noite,Masculino,Casado(a),Ensino médio,Montes  Claros ,Centro
196,MG - Minas Gerais,06/01/2017,"5,7","1,7",Noite,Masculino,Casado(a),Superior,Sete Lagoas ,Jardim Arizona
197,MG - Minas Gerais,10/01/2017,"5,7","1,7",manhã,Masculino,Casado(a),Nível técnico,Corinto,Brejinho
198,MG - Minas Gerais,16/01/2017,"5,7","1,7",manhã,Masculino,Solteiro(a),Superior,Belo Horizonte,Palmeiras
199,MG - Minas Gerais,09/01/2017,"5,7","1,7",Noite,Masculino,Solteiro(a),Ensino médio,SETE LAGOAS,São Geraldo
200,MG - Minas Gerais,16/01/2017,"5,7","1,7",Noite,Masculino,Solteiro(a),Ensino médio,Sete lagoas,São Sebastião
201,MG - Minas Gerais,16/01/2017,"5,7","1,7",Noite,Feminino,Solteiro(a),Superior,Sete Lagoas,Recanto do Cedro
202,MG - Minas Gerais,13/01/2017,"5,7","1,7",Noite,Feminino,Casado(a),Ensino médio,Sete Lagoas,São João
203,MG - Minas Gerais,17/01/2017,"5,65","1,9",manhã,Masculino,Casado(a),Ensino médio,Almenara,Pq. Agenor Teixeira
204,MG - Minas Gerais,10/01/2017,"5,65","1,9",manhã,Masculino,Solteiro(a),Especialização,Guarulhos,São Cristovão
205,MG - Minas Gerais,15/01/2017,"5,65","1,4",manhã,Feminino,Solteiro(a),Superior,Pedro Leopoldo,Triângulo
206,MG - Minas Gerais,15/01/2017,"5,65","1,4",manhã,Masculino,Solteiro(a),Ensino médio,sete lagoas,Iporanga
207,MG - Minas Gerais,08/01/2017,"5,6","1,6",manhã,Masculino,Solteiro(a),Ensino médio,SETE LAGOAS,Canadá
208,MG - Minas Gerais,14/01/2017,"5,6","1,1",manhã,Masculino,Casado(a),Superior,Sete lagoas ,São Dimas 
209,MG - Minas Gerais,10/01/2017,"5,55","1,8",manhã,Masculino,Casado(a),Mestrado,Curvelo,CIDADE  JARDIM
210,MG - Minas Gerais,10/01/2017,"5,55","1,8",manhã,Masculino,Solteiro(a),Ensino médio,Sete lagoas ,Campo belo 
211,MG - Minas Gerais,08/01/2017,"5,55","1,8",Noite,Feminino,Solteiro(a),Ensino médio,Belo Horizonte,Mata Grande
212,MG - Minas Gerais,16/01/2017,"5,55","1,8",Noite,Masculino,Solteiro(a),Ensino médio,sete lagoas,Santo Antônio
213,MG - Minas Gerais,14/01/2017,"5,55","1,8",manhã,Masculino,Solteiro(a),Ensino médio,SETE LAGOAS,OLHOS D AGUA
214,MG - Minas Gerais,09/01/2017,"5,55","1,8",Noite,Feminino,Solteiro(a),Nível técnico,SETE LAGOAS,Belo Vale
215,MG - Minas Gerais,03/01/2017,"5,5","1,5",manhã,Feminino,Solteiro(a),Nível técnico,BRASILIA,Vale das Palmeiras
216,MG - Minas Gerais,09/01/2017,"5,5","1,5",Noite,Feminino,Solteiro(a),Superior,Matozinhos,Brasília
217,MG - Minas Gerais,08/01/2017,"5,5","1,5",Noite,Masculino,Solteiro(a),Ensino médio,Sete Lagoas,Zona Rural
218,MG - Minas Gerais,07/01/2017,"5,5","1,5",Noite,Feminino,Solteiro(a),Ensino médio,Sete lagoas,JK
219,MG - Minas Gerais,10/01/2017,"5,45","1,7",manhã,Masculino,Casado(a),Especialização,Diamantina ,Morro do Claro
220,MG - Minas Gerais,08/01/2017,"5,45","1,7",Noite,Feminino,Solteiro(a),Ensino fundamental,CURVELO,São Judas Tadeu
221,MG - Minas Gerais,16/01/2017,"5,45","1,7",manhã,Masculino,Solteiro(a),Ensino médio,sete lagoas,Montreal
222,MG - Minas Gerais,16/01/2017,"5,45","1,2",manhã,Masculino,Solteiro(a),Ensino médio,Pompéu,Centro
223,MG - Minas Gerais,07/01/2017,"5,4","1,4",Noite,Masculino,Casado(a),Superior,ABAETÉ,Montreal
224,MG - Minas Gerais,15/01/2017,"5,4","1,4",Noite,Feminino,Solteiro(a),Superior incompleto,CORINTO,Fátima
225,MG - Minas Gerais,15/01/2017,"5,4","1,4",manhã,Masculino,Casado(a),Nível técnico,CORINTO,Alvorada
226,MG - Minas Gerais,15/01/2017,"5,35","1,6",Noite,Masculino,Solteiro(a),Superior,SETE LAGOAS,São Geraldo
227,MG - Minas Gerais,09/01/2017,"5,35","1,6",Noite,Masculino,Solteiro(a),Especialização,Curvelo,Passaginha
228,MG - Minas Gerais,16/01/2017,"5,35","1,6",Noite,Feminino,Solteiro(a),Ensino médio,SETE LAGOAS,ZONA RURAL
229,MG - Minas Gerais,13/01/2017,"5,35","1,6",Noite,Feminino,Solteiro(a),Superior,SETE LAGOAS,Morro do Claro
230,MG - Minas Gerais,08/01/2017,"5,35","1,6",manhã,Masculino,Casado(a),Ensino médio,Sete Lagoas,Luxemburgo
231,MG - Minas Gerais,17/01/2017,"5,35","1,6",manhã,Feminino,Solteiro(a),Mestrado,BELO HORIZONTE,Centro
232,MG - Minas Gerais,15/01/2017,"5,35","1,6",Noite,Masculino,Solteiro(a),Superior,Sete Lagoas,Morro do Claro
233,MG - Minas Gerais,16/01/2017,"5,35","1,6",manhã,Feminino,Solteiro(a),Superior,sete lagoas,Progresso
234,MG - Minas Gerais,16/01/2017,"5,25","1,5",manhã,Feminino,Viúvo(a),Superior,Coração de Jesus,Santa Lúcia
235,MG - Minas Gerais,09/01/2017,"5,25","1,5",Noite,Masculino,Solteiro(a),Superior incompleto,Sete Lagoas ,Centro
236,MG - Minas Gerais,14/01/2017,"5,25","1,5",Noite,Feminino,Casado(a),Ensino médio,Sete Lagoas,Centro 
237,MG - Minas Gerais,17/01/2017,"5,25","1,5",manhã,Masculino,Casado(a),Superior incompleto,Curvelo,Nossa Senhora do Carmo
238,MG - Minas Gerais,17/01/2017,"5,25","1,5",manhã,Feminino,Solteiro(a),Ensino médio,Sete Lagoas,Santa Rita de Cássia
239,MG - Minas Gerais,17/01/2017,"5,25","1,5",manhã,Feminino,Solteiro(a),Ensino médio,Curvelo,Progresso
240,MG - Minas Gerais,14/01/2017,"5,25","1,5",Noite,Feminino,Solteiro(a),Superior incompleto,acopiara,Jardim Cambuí
241,MG - Minas Gerais,16/01/2017,"5,25","1,5",Noite,Masculino,Solteiro(a),Ensino médio,CURVELO,Santo Antônio
242,MG - Minas Gerais,16/01/2017,"5,15","1,4",manhã,Masculino,Casado(a),Ensino médio,Belo horizonte,São Paulo 
243,MG - Minas Gerais,02/01/2017,"5,15","1,4",manhã,Feminino,Solteiro(a),Ensino médio,Paraopeba,Centro
244,MG - Minas Gerais,17/01/2017,"5,15","1,4",manhã,Masculino,Solteiro(a),Ensino médio,VILA VELHA,Santo Antônio
245,MG - Minas Gerais,07/01/2017,"5,15","1,4",Noite,Feminino,Casado(a),Ensino médio,Sete lagoas,Nova Cidade
246,MG - Minas Gerais,15/01/2017,"5,15","1,4",manhã,Feminino,Casado(a),Ensino médio,Santa do riacho ,Progresso
247,MG - Minas Gerais,15/01/2017,"4,95","1,2",Noite,Feminino,Solteiro(a),Ensino médio,sete lagoas,Santo Antônio
248,MG - Minas Gerais,08/01/2017,"4,95","1,2",manhã,Masculino,Solteiro(a),Ensino médio,Sete Lagoas,Indústrias II
249,MG - Minas Gerais,17/01/2017,"4,75",1,manhã,Masculino,Solteiro(a),Ensino médio,Governador Valadares,Centro
250,MS - Mato Grosso do Sul,02/01/2017,"7,15","2,4",Noite,Feminino,Solteiro(a),Ensino médio,Laguna Carapã,Vila Toscana
251,MS - Mato Grosso do Sul,16/01/2017,7,"1,5",manhã,Masculino,Solteiro(a),Superior,CAARAPÓ,IRMÃ DANIELA
252,MS - Mato Grosso do Sul,10/01/2017,"6,95","2,2",manhã,Feminino,Solteiro(a),Especialização,São José dos Campos,Jardim Guaicurus
253,MS - Mato Grosso do Sul,10/01/2017,"6,6","2,1",Noite,Masculino,Solteiro(a),Superior,Dourados,Jardim Água Boa
254,MS - Mato Grosso do Sul,08/01/2017,"6,6","1,6",Noite,Masculino,Solteiro(a),Superior incompleto,Dourados,Parque Alvorada
255,MS - Mato Grosso do Sul,10/01/2017,"6,45","2,2",Noite,Feminino,Solteiro(a),Superior incompleto,Coxim,Vila Alba
256,MS - Mato Grosso do Sul,14/01/2017,"6,4","1,4",Noite,Masculino,Solteiro(a),Superior incompleto,Ivinhema,Jardim Caramuru
257,MS - Mato Grosso do Sul,14/01/2017,"6,35","1,6",manhã,Masculino,Solteiro(a),Superior incompleto,Dourados,Centro
258,MS - Mato Grosso do Sul,09/01/2017,"6,3","1,8",Noite,Masculino,Casado(a),Ensino médio,eldorado,Jardim Novo Horizonte
259,MS - Mato Grosso do Sul,03/01/2017,"6,3","1,8",Noite,Feminino,Solteiro(a),Ensino médio,ARAL MOREIRA,Jardim Água Boa
260,MS - Mato Grosso do Sul,05/01/2017,"6,25",2,Noite,Feminino,Solteiro(a),Superior incompleto,Fátima do Sul,Jardim Colibri
261,MS - Mato Grosso do Sul,14/01/2017,"6,2","1,7",manhã,Masculino,Solteiro(a),Superior incompleto,São Bernardo do campo  ,Altos do Indaiá
262,MS - Mato Grosso do Sul,05/01/2017,"6,15","1,9",Noite,Masculino,Casado(a),Ensino médio,dourados ms,jardim santa terra
263,MS - Mato Grosso do Sul,03/01/2017,"6,15","1,9",manhã,Masculino,Casado(a),Ensino médio,Ivinhema,Jardim América
264,MS - Mato Grosso do Sul,16/01/2017,"6,15","1,4",Noite,Masculino,Casado(a),Ensino médio,Dourados,Jardim Itaipú
265,MS - Mato Grosso do Sul,09/01/2017,"6,05","2,3",Noite,Feminino,Casado(a),Superior incompleto,CAARAPÓ,Jardim das Primaveras
266,MS - Mato Grosso do Sul,10/01/2017,6,2,Noite,Masculino,Solteiro(a),Superior,BELA VISTA DA CAROBA,Conjunto Residencial Monte Carlo
267,MS - Mato Grosso do Sul,14/01/2017,"5,95","1,7",manhã,Masculino,Solteiro(a),Superior incompleto,Glória de Dourados,Centro
268,MS - Mato Grosso do Sul,06/01/2017,"5,9","1,4",manhã,Feminino,Solteiro(a),Ensino médio,Frei Paulo,Zona Rural
269,MS - Mato Grosso do Sul,05/01/2017,"5,85","2,1",manhã,Masculino,Solteiro(a),Ensino médio,PONTA PORA,Vila erondina
270,MS - Mato Grosso do Sul,13/01/2017,"5,85","2,1",Noite,Feminino,Solteiro(a),Superior,DOURADOS,Jardim Flórida
