,prova_realizada_em,dia_da_prova_realizada,nota,nota_redacao,horario_da_prova,sexo,estado_civil,escolaridade,cidade_de_nascimento,bairro
9986,RS - Rio Grande do Sul,02/08/2016,"5,85","1,6",manhã,Feminino,Casado(a),Superior,santa maria,Centro
9987,RS - Rio Grande do Sul,12/08/2016,"5,8","1,8",Noite,Feminino,Casado(a),Nível técnico,SANTA MARIA,INTERIOR
9988,RS - Rio Grande do Sul,28/07/2016,"5,8","1,3",manhã,Masculino,Casado(a),Ensino médio,sao sepe,Santo Antonio
9989,RS - Rio Grande do Sul,30/07/2016,"5,75","1,5",Noite,Feminino,Solteiro(a),Ensino médio,Sao sepe,São Francisco
9990,RS - Rio Grande do Sul,09/08/2016,"5,65","1,9",Noite,Feminino,Solteiro(a),Ensino médio,São Sepé,TATSCH
9991,RS - Rio Grande do Sul,29/07/2016,"5,65","1,4",Noite,Feminino,Casado(a),Nível técnico,Sao Sepè,Centro
9992,RS - Rio Grande do Sul,29/07/2016,"5,6","1,6",manhã,Masculino,Solteiro(a),Ensino médio,são sepe,Centro
9993,RS - Rio Grande do Sul,12/08/2016,"5,5","1,5",Noite,Feminino,Divorciado(a),Ensino fundamental,São sepe,Vargas
9994,RS - Rio Grande do Sul,05/08/2016,"5,5",1,manhã,Feminino,Casado(a),Superior,SÃO SEPÉ,INTERIOR
9995,RS - Rio Grande do Sul,12/08/2016,"5,45","1,7",manhã,Feminino,Solteiro(a),Superior,SÃO SEPÉ,Centro
9996,RS - Rio Grande do Sul,30/07/2016,"5,4","1,4",Noite,Feminino,Solteiro(a),Especialização,São Sepé,Centro
9997,RS - Rio Grande do Sul,28/07/2016,"5,25","1,5",Noite,Masculino,Solteiro(a),Ensino médio,são sepé,Centro
9998,RS - Rio Grande do Sul,17/01/2017,"5,25","1,5",manhã,Masculino,Solteiro(a),Ensino médio,CARAZINHO,Centro
9999,RS - Rio Grande do Sul,16/01/2017,"5,25","1,5",manhã,Feminino,Solteiro(a),Ensino médio,São Sepé,Kurtz
10000,RS - Rio Grande do Sul,28/07/2016,"5,05","0,3",manhã,Masculino,Solteiro(a),Ensino médio,SANTA MARIA,Centro
10001,RS - Rio Grande do Sul,12/08/2016,"4,75",1,Noite,Masculino,Solteiro(a),Ensino médio,SANTA MARIA ,Centro
10002,GO - Goiás,04/08/2016,8,2,Noite,Masculino,Casado(a),Superior incompleto,ITAPURANGA,ZONA RURAL
10003,GO - Goiás,05/08/2016,"7,45","2,2",Noite,Feminino,Solteiro(a),Superior incompleto,Britânia,Setor Vera Cruz
10004,GO - Goiás,13/08/2016,"7,45","1,7",manhã,Masculino,Casado(a),Ensino médio,Britânia,Setor Central
10005,GO - Goiás,07/08/2016,"7,4","1,4",manhã,Masculino,Solteiro(a),Superior,GOIÂNIA,Residencial Granville
10006,GO - Goiás,12/08/2016,"7,25",2,Noite,Feminino,Separado(a),Ensino médio,BRITÂNIA ,Setor Central
10007,GO - Goiás,11/08/2016,"7,05","1,8",manhã,Masculino,Solteiro(a),Ensino médio,Britânia,Setor Vera Cruz
10008,GO - Goiás,08/08/2016,7,2,Noite,Feminino,Solteiro(a),Ensino médio,Britânia,Setor Central
10009,GO - Goiás,08/08/2016,"6,95","2,2",Noite,Masculino,Solteiro(a),Ensino médio,Britânia,Vila Goias
10010,GO - Goiás,08/08/2016,"6,85","2,1",Noite,Masculino,Casado(a),Ensino médio,BRITANIA,Setor Central
10011,GO - Goiás,13/08/2016,"6,6","2,1",manhã,Feminino,Casado(a),Ensino médio,Jussara,Setor Central
10012,GO - Goiás,13/08/2016,"6,6","1,6",Noite,Masculino,Casado(a),Superior,britânia,Setor Central
10013,GO - Goiás,04/08/2016,"6,55","1,8",manhã,Feminino,Solteiro(a),Especialização,Britânia,Setor Central
10014,GO - Goiás,12/08/2016,"6,5",2,manhã,Masculino,Divorciado(a),Superior incompleto,Britânia,Fazenda Genoveva
10015,GO - Goiás,04/08/2016,"6,25",2,manhã,Feminino,Solteiro(a),Superior,BRITÂNIA,Setor Central
10016,GO - Goiás,11/08/2016,"6,25","1,5",manhã,Masculino,Solteiro(a),Superior incompleto,Britânia, Centro
10017,GO - Goiás,04/08/2016,"6,2","1,7",manhã,Masculino,Casado(a),Superior,GOIANIA,SETOR PARAISO
10018,GO - Goiás,11/08/2016,"6,15","1,9",Noite,Masculino,Casado(a),Ensino médio,PORANGATU ,Setor Leste Universitário
10019,GO - Goiás,13/08/2016,"6,15","1,9",manhã,Feminino,Casado(a),Ensino médio,BRITÂNIA,SETOR PARAÍSO
10020,GO - Goiás,08/08/2016,"6,1","2,1",manhã,Masculino,Solteiro(a),Ensino médio,BRITANIA GO,Setor Central
10021,GO - Goiás,06/08/2016,"6,1","1,6",Noite,Masculino,Solteiro(a),Ensino médio,Britânia,Luiz Omar Santana
10022,GO - Goiás,08/08/2016,6,2,manhã,Feminino,Solteiro(a),Ensino médio,Britânia,Setor Central
10023,GO - Goiás,04/08/2016,6,"1,5",manhã,Masculino,Solteiro(a),Superior,Britânia ,Setor Central
10024,GO - Goiás,04/08/2016,6,"1,5",manhã,Masculino,Solteiro(a),Ensino médio,jussara,0
10025,GO - Goiás,11/08/2016,"5,95","1,7",Noite,Feminino,Solteiro(a),Ensino médio,BRITÂNIA,Setor Central
10026,GO - Goiás,05/08/2016,"5,85","2,1",manhã,Feminino,Solteiro(a),Ensino médio,Mozarlãndia,Vila Esperânça
10027,GO - Goiás,04/08/2016,"5,8","1,3",manhã,Feminino,Solteiro(a),Ensino médio,Britânia ,Vila Esperança 
10028,GO - Goiás,12/08/2016,"5,7","1,7",Noite,Masculino,Solteiro(a),Ensino médio,jussara GO,Setor Central
10029,GO - Goiás,08/08/2016,"5,65","1,9",Noite,Masculino,Casado(a),Ensino médio,Jussara Goias,Setor Central
10030,GO - Goiás,11/08/2016,"5,65","1,9",Noite,Masculino,Solteiro(a),Ensino médio,PRESIDENTE EPITÁCIO,Setor SERRINHA
10031,GO - Goiás,12/08/2016,"5,65","1,4",Noite,Masculino,Solteiro(a),Ensino médio,ARAGARÇAS,Vila Esperança 
